time	V(vmem)
1.523399293265592e-005	1.006973e-001
1.523400671181273e-005	1.007251e-001
1.523402020340646e-005	1.007523e-001
1.523403466111379e-005	1.007814e-001
1.523404804249216e-005	1.008084e-001
1.523406127308495e-005	1.008351e-001
1.523407367277625e-005	1.008601e-001
1.523408627000216e-005	1.008855e-001
1.523409947993329e-005	1.009121e-001
1.523411193066308e-005	1.009372e-001
1.523412415240469e-005	1.009618e-001
1.523413576928234e-005	1.009852e-001
1.523414724510442e-005	1.010084e-001
1.523415824806462e-005	1.010306e-001
1.523416901246438e-005	1.010523e-001
1.523417930204917e-005	1.010730e-001
1.523418925641114e-005	1.010931e-001
1.523419965163496e-005	1.011140e-001
1.523421169089593e-005	1.011383e-001
1.523422511134987e-005	1.011654e-001
1.523424075049470e-005	1.011969e-001
1.523425872536072e-005	1.012331e-001
1.523434142609842e-005	1.013998e-001
1.523442412683613e-005	1.015666e-001
1.523450682757383e-005	1.017333e-001
1.523458952831153e-005	1.019000e-001
1.523467222904923e-005	1.020667e-001
1.523475492978693e-005	1.022334e-001
1.523483763052463e-005	1.024002e-001
1.523523495752231e-005	1.032012e-001
1.523602961151768e-005	1.048031e-001
1.523603125049152e-005	1.048064e-001
1.523603452843918e-005	1.048130e-001
1.523603834377986e-005	1.048207e-001
1.523604189290893e-005	1.048279e-001
1.523604773389031e-005	1.048396e-001
1.523605416297405e-005	1.048526e-001
1.523606352273667e-005	1.048715e-001
1.523606466829422e-005	1.048734e-001
1.523606695940932e-005	1.048753e-001
1.523607154163953e-005	1.048761e-001
1.523608070609994e-005	1.048761e-001
1.523609474866983e-005	1.048762e-001
1.523610813506892e-005	1.048763e-001
1.523612420612550e-005	1.048764e-001
1.523614158795706e-005	1.048764e-001
1.523615699789299e-005	1.048765e-001
1.523617146064536e-005	1.048766e-001
1.523618571425324e-005	1.048766e-001
1.523619960775840e-005	1.048767e-001
1.523621439829730e-005	1.048768e-001
1.523622780759653e-005	1.048768e-001
1.523624116704308e-005	1.048769e-001
1.523625362212347e-005	1.048770e-001
1.523626611486398e-005	1.048770e-001
1.523627953399988e-005	1.048771e-001
1.523629202723223e-005	1.048772e-001
1.523630440815047e-005	1.048772e-001
1.523631605792689e-005	1.048773e-001
1.523632765895659e-005	1.048773e-001
1.523633871715799e-005	1.048774e-001
1.523634960167236e-005	1.048774e-001
1.523635996870136e-005	1.048775e-001
1.523637004801129e-005	1.048775e-001
1.523637984921396e-005	1.048776e-001
1.523639164618886e-005	1.048776e-001
1.523640433115835e-005	1.048777e-001
1.523641952467063e-005	1.048778e-001
1.523643636526670e-005	1.048778e-001
1.523648227845047e-005	1.048781e-001
1.523656497474682e-005	1.048785e-001
1.523911870414221e-005	1.048907e-001
1.524159776869661e-005	1.049025e-001
1.524160288176721e-005	1.049025e-001
1.524161310790842e-005	1.049026e-001
1.524162604788404e-005	1.049026e-001
1.524163391077809e-005	1.049027e-001
1.524164411908340e-005	1.049027e-001
1.524165391762105e-005	1.049028e-001
1.524166758595563e-005	1.049062e-001
1.524168081220473e-005	1.049200e-001
1.524169828220026e-005	1.049514e-001
1.524170066125138e-005	1.049562e-001
1.524170541935363e-005	1.049658e-001
1.524171493555813e-005	1.049850e-001
1.524173126127498e-005	1.050179e-001
1.524174689188464e-005	1.050494e-001
1.524176060994060e-005	1.050771e-001
1.524177403108015e-005	1.051041e-001
1.524178840684777e-005	1.051331e-001
1.524180173980508e-005	1.051600e-001
1.524181492166256e-005	1.051866e-001
1.524182728506149e-005	1.052115e-001
1.524184011282384e-005	1.052373e-001
1.524185313755557e-005	1.052636e-001
1.524186562526812e-005	1.052888e-001
1.524187771031700e-005	1.053131e-001
1.524188936109706e-005	1.053366e-001
1.524190074320945e-005	1.053596e-001
1.524191175189300e-005	1.053817e-001
1.524192243590428e-005	1.054033e-001
1.524193270926846e-005	1.054240e-001
1.524194259003911e-005	1.054439e-001
1.524195321263127e-005	1.054653e-001
1.524196530726976e-005	1.054897e-001
1.524197900364718e-005	1.055173e-001
1.524199476720508e-005	1.055491e-001
1.524201316517487e-005	1.055862e-001
1.524206933751662e-005	1.056994e-001
1.524212550985837e-005	1.058127e-001
1.524218168220011e-005	1.059259e-001
1.524223785454186e-005	1.060391e-001
1.524229402688361e-005	1.061524e-001
1.524235019922536e-005	1.062656e-001
1.524240637156710e-005	1.063788e-001
1.525610772936024e-005	1.339921e-001
1.527002656902312e-005	1.620310e-001
1.529786424834886e-005	2.180696e-001
1.535353960700036e-005	3.300273e-001
1.541603960700036e-005	4.555335e-001
1.547853960700036e-005	5.808358e-001
1.554103960700036e-005	7.059290e-001
1.555426075538584e-005	7.323796e-001
1.556748190377132e-005	7.588182e-001
1.558070305215680e-005	7.852449e-001
1.559392420054228e-005	8.116595e-001
1.560714534892775e-005	8.380622e-001
1.562036649731323e-005	8.644529e-001
1.563358764569871e-005	8.908316e-001
1.563367768262652e-005	8.910112e-001
1.563373165853227e-005	5.517241e-001
1.563374854517742e-005	1.134050e-001
1.563375431065658e-005	2.982427e-012
1.563375801714418e-005	3.183786e-012
1.563375967459789e-005	3.041906e-012
1.563376142918493e-005	3.017603e-012
1.563376326125418e-005	3.123387e-012
1.563376612230055e-005	2.946384e-012
1.563377184439331e-005	3.069545e-012
1.563378328857881e-005	3.005596e-012
1.563380617694981e-005	3.038754e-012
1.563385195369181e-005	3.024544e-012
1.563394350717582e-005	3.031649e-012
1.563412661414383e-005	3.026912e-012
1.563449282807986e-005	3.026912e-012
1.563522525595192e-005	3.026912e-012
1.563669011169605e-005	3.026912e-012
1.563961982318429e-005	3.029281e-012
1.564547924616078e-005	3.034017e-012
1.565719809211376e-005	3.034017e-012
1.568063578401973e-005	3.034017e-012
1.572751116783165e-005	7.754368e-008
1.572848773033165e-005	5.277374e-008
1.573044085533165e-005	3.028013e-012
1.575821185142540e-005	3.028013e-012
1.575870013267540e-005	3.028013e-012
1.575870113975547e-005	3.028013e-012
1.575870315391563e-005	3.028013e-012
1.575870529158072e-005	3.028013e-012
1.575870736665727e-005	3.028013e-012
1.575871151681038e-005	3.028013e-012
1.575871623590792e-005	3.028013e-012
1.575872318397053e-005	3.028013e-012
1.575873104270463e-005	3.028013e-012
1.575873121939775e-005	3.028013e-012
1.575873157278399e-005	3.028013e-012
1.575873227955648e-005	3.028013e-012
1.575873369310145e-005	3.028013e-012
1.575873652019139e-005	2.525063e-012
1.575874217437128e-005	3.924834e-013
1.575874409226094e-005	1.031477e-014
1.575874613211602e-005	1.031477e-014
1.575874726158668e-005	1.031477e-014
1.575874869154133e-005	1.031477e-014
1.575875155145063e-005	1.031477e-014
1.575875727126923e-005	1.031477e-014
1.575876671392440e-005	1.031477e-014
1.575877549092704e-005	1.031477e-014
1.575878632162933e-005	1.031477e-014
1.575879704878604e-005	1.031477e-014
1.575881056417693e-005	1.031477e-014
1.575882464218995e-005	1.031477e-014
1.575884255792874e-005	1.031477e-014
1.575886097561055e-005	1.031477e-014
1.575887614666065e-005	1.031477e-014
1.575889013837711e-005	1.031477e-014
1.575890406979628e-005	1.031477e-014
1.575891890711745e-005	1.031477e-014
1.575893249855051e-005	1.031477e-014
1.575894590476515e-005	1.031477e-014
1.575895845858304e-005	1.031477e-014
1.575897234118983e-005	1.031477e-014
1.575898516984264e-005	1.031477e-014
1.575899807304394e-005	1.031477e-014
1.575901003957514e-005	1.031477e-014
1.575902206504615e-005	1.031477e-014
1.575903344810682e-005	1.031477e-014
1.575904475748211e-005	1.031477e-014
1.575905550143617e-005	1.031477e-014
1.575906604371333e-005	1.031477e-014
1.575907605298896e-005	1.031477e-014
1.575908779400827e-005	1.031477e-014
1.575910053516466e-005	1.031477e-014
1.575911567800836e-005	1.031477e-014
1.575913253263461e-005	1.031477e-014
1.575915319202148e-005	1.031477e-014
1.575926592515289e-005	1.031477e-014
1.575937865828430e-005	1.031477e-014
1.575949139141571e-005	1.031477e-014
1.575960412454711e-005	1.031477e-014
1.575971685767852e-005	1.031477e-014
1.575982959080993e-005	1.031477e-014
1.575994232394134e-005	1.031477e-014
1.622634716830662e-005	1.031477e-014
1.669275201267190e-005	1.031477e-014
1.715915685703718e-005	1.031477e-014
1.762556170140245e-005	1.031477e-014
1.809196654576773e-005	1.031477e-014
1.855837139013301e-005	1.031477e-014
1.902477623449829e-005	1.031477e-014
1.948013337735544e-005	1.031477e-014
1.993549052021260e-005	1.031477e-014
2.039084766306975e-005	1.031477e-014
2.084620480592690e-005	1.031477e-014
2.130156194878406e-005	1.031477e-014
2.175691909164121e-005	1.031477e-014
2.221227623449836e-005	1.031477e-014
2.244441909164123e-005	1.031477e-014
2.267656194878409e-005	1.031477e-014
2.290870480592695e-005	1.031477e-014
2.314084766306981e-005	1.031477e-014
2.337299052021268e-005	1.031477e-014
2.360513337735554e-005	1.031477e-014
2.383727623449840e-005	1.031477e-014
2.389977623449840e-005	5.369752e-005
2.396227623449841e-005	2.684038e-004
2.402477623449841e-005	6.439010e-004
2.408727623449841e-005	1.072610e-003
2.414977623449841e-005	1.500783e-003
2.421227623449841e-005	1.928421e-003
2.427477623449841e-005	2.355524e-003
2.433727623449841e-005	2.782093e-003
2.439977623449842e-005	3.208130e-003
2.446227623449842e-005	3.633633e-003
2.452477623449842e-005	4.058606e-003
2.458727623449842e-005	4.483046e-003
2.464977623449842e-005	4.906957e-003
2.471227623449842e-005	5.330337e-003
2.477477623449843e-005	5.753188e-003
2.483727623449843e-005	6.175512e-003
2.489977623449843e-005	6.597307e-003
2.496227623449843e-005	7.018575e-003
2.502477623449843e-005	7.439316e-003
2.508727623449843e-005	7.859532e-003
2.514977623449843e-005	8.279222e-003
2.521227623449844e-005	8.698387e-003
2.527477623449844e-005	9.117030e-003
2.533727623449844e-005	9.535149e-003
2.539977623449844e-005	9.952744e-003
2.546227623449844e-005	1.036982e-002
2.552477623449844e-005	1.078637e-002
2.558727623449845e-005	1.120240e-002
2.564977623449845e-005	1.161792e-002
2.571227623449845e-005	1.203291e-002
2.577477623449845e-005	1.244738e-002
2.583727623449845e-005	1.286134e-002
2.589977623449845e-005	1.327478e-002
2.596227623449845e-005	1.368770e-002
2.602477623449846e-005	1.410011e-002
2.608727623449846e-005	1.451200e-002
2.614977623449846e-005	1.492337e-002
2.621227623449846e-005	1.533423e-002
2.627477623449846e-005	1.574458e-002
2.633727623449846e-005	1.615442e-002
2.639977623449847e-005	1.656374e-002
2.646227623449847e-005	1.697255e-002
2.652477623449847e-005	1.738085e-002
2.658727623449847e-005	1.778864e-002
2.664977623449847e-005	1.819592e-002
2.671227623449847e-005	1.860270e-002
2.677477623449847e-005	1.900896e-002
2.683727623449848e-005	1.941471e-002
2.689977623449848e-005	1.981996e-002
2.696227623449848e-005	2.022470e-002
2.702477623449848e-005	2.062894e-002
2.708727623449848e-005	2.103267e-002
2.714977623449848e-005	2.143589e-002
2.721227623449848e-005	2.183862e-002
2.727477623449849e-005	2.224084e-002
2.733727623449849e-005	2.264255e-002
2.739977623449849e-005	2.304377e-002
2.746227623449849e-005	2.344448e-002
2.752477623449849e-005	2.384469e-002
2.758727623449849e-005	2.424440e-002
2.764977623449850e-005	2.464361e-002
2.771227623449850e-005	2.504233e-002
2.777477623449850e-005	2.544054e-002
2.783727623449850e-005	2.583826e-002
2.789977623449850e-005	2.623548e-002
2.796227623449850e-005	2.663220e-002
2.802477623449850e-005	2.702843e-002
2.808727623449851e-005	2.742416e-002
2.814977623449851e-005	2.781940e-002
2.821227623449851e-005	2.821414e-002
2.827477623449851e-005	2.860839e-002
2.833727623449851e-005	2.900215e-002
2.839977623449851e-005	2.939541e-002
2.846227623449852e-005	2.978819e-002
2.852477623449852e-005	3.018047e-002
2.858727623449852e-005	3.057226e-002
2.864977623449852e-005	3.096357e-002
2.871227623449852e-005	3.135438e-002
2.877477623449852e-005	3.174470e-002
2.883727623449852e-005	3.213454e-002
2.889977623449853e-005	3.252389e-002
2.896227623449853e-005	3.291276e-002
2.902477623449853e-005	3.330114e-002
2.908727623449853e-005	3.368903e-002
2.914977623449853e-005	3.407644e-002
2.921227623449853e-005	3.446336e-002
2.927477623449853e-005	3.484980e-002
2.933727623449854e-005	3.523576e-002
2.939977623449854e-005	3.562123e-002
2.946227623449854e-005	3.600622e-002
2.952477623449854e-005	3.639073e-002
2.958727623449854e-005	3.677476e-002
2.964977623449854e-005	3.715831e-002
2.971227623449855e-005	3.754139e-002
2.977477623449855e-005	3.792398e-002
2.983727623449855e-005	3.830609e-002
2.989977623449855e-005	3.868773e-002
2.996227623449855e-005	3.906889e-002
3.002477623449855e-005	3.944957e-002
3.008727623449855e-005	3.982978e-002
3.014977623449856e-005	4.020951e-002
3.021227623449856e-005	4.058877e-002
3.027477623449856e-005	4.096755e-002
3.033727623449856e-005	4.134586e-002
3.039977623449856e-005	4.172370e-002
3.046227623449856e-005	4.210107e-002
3.052477623449856e-005	4.247796e-002
3.058727623449856e-005	4.285438e-002
3.064977623449856e-005	4.323034e-002
3.071227623449857e-005	4.360582e-002
3.077477623449857e-005	4.398083e-002
3.083727623449857e-005	4.435538e-002
3.089977623449857e-005	4.472945e-002
3.096227623449857e-005	4.510306e-002
3.102477623449857e-005	4.547621e-002
3.108727623449858e-005	4.584888e-002
3.114977623449858e-005	4.622109e-002
3.121227623449858e-005	4.659283e-002
3.127477623449858e-005	4.696411e-002
3.133727623449858e-005	4.733493e-002
3.139977623449858e-005	4.770528e-002
3.146227623449858e-005	4.807517e-002
3.152477623449859e-005	4.844460e-002
3.158727623449859e-005	4.881356e-002
3.164977623449859e-005	4.918206e-002
3.171227623449859e-005	4.955011e-002
3.177477623449859e-005	4.991769e-002
3.183727623449859e-005	5.028482e-002
3.189977623449860e-005	5.065148e-002
3.196227623449860e-005	5.101769e-002
3.202477623449860e-005	5.138344e-002
3.208727623449860e-005	5.174873e-002
3.214977623449860e-005	5.211357e-002
3.221227623449860e-005	5.247795e-002
3.227477623449860e-005	5.284187e-002
3.233727623449861e-005	5.320534e-002
3.239977623449861e-005	5.356836e-002
3.246227623449861e-005	5.393092e-002
3.252477623449861e-005	5.429303e-002
3.258727623449861e-005	5.465468e-002
3.264977623449861e-005	5.501588e-002
3.271227623449862e-005	5.537664e-002
3.277477623449862e-005	5.573694e-002
3.283727623449862e-005	5.609679e-002
3.289977623449862e-005	5.645619e-002
3.296227623449862e-005	5.681514e-002
3.302477623449862e-005	5.717365e-002
3.308727623449862e-005	5.753170e-002
3.314977623449863e-005	5.788931e-002
3.321227623449863e-005	5.824647e-002
3.327477623449863e-005	5.860319e-002
3.333727623449863e-005	5.895945e-002
3.339977623449863e-005	5.931528e-002
3.346227623449863e-005	5.967066e-002
3.352477623449863e-005	6.002559e-002
3.358727623449864e-005	6.038008e-002
3.364977623449864e-005	6.073413e-002
3.371227623449864e-005	6.108773e-002
3.377477623449864e-005	6.144090e-002
3.383727623449864e-005	6.179362e-002
3.389977623449864e-005	6.214590e-002
3.396227623449865e-005	6.249774e-002
3.402477623449865e-005	6.284914e-002
3.408727623449865e-005	6.320010e-002
3.414977623449865e-005	6.355063e-002
3.421227623449865e-005	6.390071e-002
3.427477623449865e-005	6.425036e-002
3.433727623449865e-005	6.459957e-002
3.439977623449866e-005	6.494835e-002
3.446227623449866e-005	6.529668e-002
3.452477623449866e-005	6.564458e-002
3.458727623449866e-005	6.599206e-002
3.464977623449866e-005	6.633909e-002
3.471227623449866e-005	6.668569e-002
3.477477623449867e-005	6.703186e-002
3.483727623449867e-005	6.737759e-002
3.489977623449867e-005	6.772289e-002
3.496227623449867e-005	6.806776e-002
3.502477623449867e-005	6.841220e-002
3.508727623449867e-005	6.875621e-002
3.514977623449867e-005	6.909979e-002
3.521227623449868e-005	6.944294e-002
3.527477623449868e-005	6.978566e-002
3.533727623449868e-005	7.012795e-002
3.539977623449868e-005	7.046982e-002
3.546227623449868e-005	7.081126e-002
3.552477623449868e-005	7.115227e-002
3.558727623449868e-005	7.149285e-002
3.564977623449869e-005	7.183301e-002
3.571227623449869e-005	7.217275e-002
3.577477623449869e-005	7.251205e-002
3.583727623449869e-005	7.285094e-002
3.589977623449869e-005	7.318940e-002
3.596227623449869e-005	7.352744e-002
3.602477623449870e-005	7.386506e-002
3.608727623449870e-005	7.420225e-002
3.614977623449870e-005	7.453902e-002
3.621227623449870e-005	7.487537e-002
3.627477623449870e-005	7.521130e-002
3.633727623449870e-005	7.554681e-002
3.639977623449870e-005	7.588191e-002
3.646227623449871e-005	7.621658e-002
3.652477623449871e-005	7.655083e-002
3.658727623449871e-005	7.688466e-002
3.664977623449871e-005	7.721809e-002
3.671227623449871e-005	7.755109e-002
3.677477623449871e-005	7.788368e-002
3.683727623449872e-005	7.821584e-002
3.689977623449872e-005	7.854760e-002
3.696227623449872e-005	7.887895e-002
3.702477623449872e-005	7.920987e-002
3.708727623449872e-005	7.954039e-002
3.714977623449872e-005	7.987048e-002
3.721227623449872e-005	8.020017e-002
3.727477623449873e-005	8.052945e-002
3.733727623449873e-005	8.085831e-002
3.739977623449873e-005	8.118676e-002
3.746227623449873e-005	8.151481e-002
3.752477623449873e-005	8.184244e-002
3.758727623449873e-005	8.216967e-002
3.764977623449874e-005	8.249648e-002
3.771227623449874e-005	8.282289e-002
3.777477623449874e-005	8.314888e-002
3.783727623449874e-005	8.347447e-002
3.789977623449874e-005	8.379966e-002
3.796227623449874e-005	8.412443e-002
3.802477623449874e-005	8.444881e-002
3.808727623449875e-005	8.477277e-002
3.814977623449875e-005	8.509633e-002
3.821227623449875e-005	8.541949e-002
3.827477623449875e-005	8.574224e-002
3.833727623449875e-005	8.606459e-002
3.839977623449875e-005	8.638653e-002
3.846227623449875e-005	8.670808e-002
3.852477623449876e-005	8.702922e-002
3.858727623449876e-005	8.734997e-002
3.864977623449876e-005	8.767030e-002
3.871227623449876e-005	8.799024e-002
3.877477623449876e-005	8.830978e-002
3.883727623449876e-005	8.862893e-002
3.889977623449877e-005	8.894767e-002
3.896227623449877e-005	8.926601e-002
3.902477623449877e-005	8.958402e-002
3.904231842595699e-005	8.967321e-002
3.905040732414737e-005	8.971433e-002
3.905268786466268e-005	8.972591e-002
3.905446549366114e-005	8.973494e-002
3.905633170073966e-005	8.974443e-002
3.906006411489669e-005	8.976339e-002
3.906752894321076e-005	8.980131e-002
3.908245859983889e-005	8.987713e-002
3.911231791309514e-005	9.002872e-002
3.911237786499779e-005	9.002902e-002
3.911237984128458e-005	9.002903e-002
3.911238247633363e-005	9.002905e-002
3.911238774643175e-005	9.002908e-002
3.911239828662796e-005	9.002913e-002
3.911240873499197e-005	9.003209e-002
3.911242167228166e-005	9.004546e-002
3.911243421500086e-005	9.006754e-002
3.911243623347173e-005	9.007161e-002
3.911244027041346e-005	9.007975e-002
3.911244834429693e-005	9.009603e-002
3.911246449206387e-005	9.012859e-002
3.911248143103843e-005	9.016275e-002
3.911249631648559e-005	9.019276e-002
3.911251042373458e-005	9.022120e-002
3.911252436467312e-005	9.024931e-002
3.911253927605333e-005	9.027938e-002
3.911255283279047e-005	9.030671e-002
3.911256627137655e-005	9.033380e-002
3.911257880745924e-005	9.035908e-002
3.911259151791885e-005	9.038471e-002
3.911260494077022e-005	9.041177e-002
3.911261753906253e-005	9.043717e-002
3.911262993153872e-005	9.046216e-002
3.911264167663587e-005	9.048584e-002
3.911265330938035e-005	9.050930e-002
3.911266445103037e-005	9.053176e-002
3.911267537930161e-005	9.055380e-002
3.911268582762559e-005	9.057486e-002
3.911269596743900e-005	9.059530e-002
3.911270767170090e-005	9.061890e-002
3.911272058030196e-005	9.064493e-002
3.911273571089284e-005	9.067544e-002
3.911275277135470e-005	9.070984e-002
3.911277346393149e-005	9.075156e-002
3.911284548579218e-005	9.089677e-002
3.911291750765288e-005	9.104199e-002
3.911298952951357e-005	9.118720e-002
3.911306155137426e-005	9.133241e-002
3.911313357323495e-005	9.147763e-002
3.911320559509565e-005	9.162284e-002
3.911327761695634e-005	9.176805e-002
3.912260378533631e-005	1.105688e-001
3.913223079785756e-005	1.299724e-001
3.913223549854727e-005	1.299818e-001
3.913224489992668e-005	1.300008e-001
3.913224523928421e-005	1.300015e-001
3.913224591799926e-005	1.300028e-001
3.913224727542936e-005	1.300056e-001
3.913224999028957e-005	1.300110e-001
3.913225542000998e-005	1.300220e-001
3.913225671816968e-005	1.300246e-001
3.913225931448907e-005	1.300298e-001
3.913225996356892e-005	1.300311e-001
3.913226126172862e-005	1.300338e-001
3.913226158626854e-005	1.300344e-001
3.913226223534839e-005	1.300357e-001
3.913226353350809e-005	1.300383e-001
3.913226612982748e-005	1.300427e-001
3.913227132246628e-005	1.300483e-001
3.913227262062598e-005	1.300488e-001
3.913227521694537e-005	1.300488e-001
3.913228040958416e-005	1.300489e-001
3.913229079486175e-005	1.300489e-001
3.913230593082456e-005	1.300490e-001
3.913232087423254e-005	1.300490e-001
3.913233859820900e-005	1.300491e-001
3.913235661199778e-005	1.300492e-001
3.913237170779178e-005	1.300492e-001
3.913238571449178e-005	1.300493e-001
3.913239961459943e-005	1.300494e-001
3.913241439541422e-005	1.300494e-001
3.913242794229906e-005	1.300495e-001
3.913244131595500e-005	1.300495e-001
3.913245384372323e-005	1.300496e-001
3.913246634269731e-005	1.300496e-001
3.913247983199580e-005	1.300497e-001
3.913249234215902e-005	1.300498e-001
3.913250477628801e-005	1.300498e-001
3.913251644530988e-005	1.300499e-001
3.913252809168302e-005	1.300499e-001
3.913253917482827e-005	1.300500e-001
3.913255010289538e-005	1.300500e-001
3.913256050180731e-005	1.300500e-001
3.913257062741384e-005	1.300501e-001
3.913258026046638e-005	1.300501e-001
3.913259199358662e-005	1.300502e-001
3.913260447232272e-005	1.300502e-001
3.913261954618632e-005	1.300503e-001
3.913263607226261e-005	1.300504e-001
3.913268106603420e-005	1.300506e-001
3.913276067838190e-005	1.300509e-001
3.915116912415629e-005	1.301296e-001
3.916948609039418e-005	1.302078e-001
3.916952286742804e-005	1.302080e-001
3.916952496713186e-005	1.302080e-001
3.916952776673697e-005	1.302080e-001
3.916953336594717e-005	1.302080e-001
3.916954277206182e-005	1.302081e-001
3.916955311382284e-005	1.302081e-001
3.916956486531131e-005	1.302112e-001
3.916957725335226e-005	1.302215e-001
3.916957908801946e-005	1.302244e-001
3.916958275735388e-005	1.302318e-001
3.916958367468748e-005	1.302336e-001
3.916958550935469e-005	1.302373e-001
3.916958917868910e-005	1.302447e-001
3.916959651735793e-005	1.302595e-001
3.916961119469559e-005	1.302891e-001
3.916962782671404e-005	1.303226e-001
3.916964297556946e-005	1.303531e-001
3.916965721310470e-005	1.303818e-001
3.916967118635691e-005	1.304100e-001
3.916968625242384e-005	1.304403e-001
3.916969987285041e-005	1.304678e-001
3.916971341335955e-005	1.304951e-001
3.916972599046052e-005	1.305204e-001
3.916973863910335e-005	1.305459e-001
3.916975219127454e-005	1.305732e-001
3.916976481764398e-005	1.305986e-001
3.916977730874143e-005	1.306238e-001
3.916978907482120e-005	1.306475e-001
3.916980078410636e-005	1.306711e-001
3.916981195927022e-005	1.306936e-001
3.916982296016527e-005	1.307158e-001
3.916983345457060e-005	1.307370e-001
3.916984366886794e-005	1.307575e-001
3.916985411766682e-005	1.307786e-001
3.916986638271336e-005	1.308033e-001
3.916987991210090e-005	1.308306e-001
3.916989584583638e-005	1.308627e-001
3.916991398473087e-005	1.308992e-001
3.916999963947436e-005	1.310718e-001
3.917008529421786e-005	1.312445e-001
3.917017094896135e-005	1.314171e-001
3.917025660370485e-005	1.315897e-001
3.917034225844834e-005	1.317623e-001
3.917042791319184e-005	1.319349e-001
3.917051356793533e-005	1.321075e-001
